Movie Name,Song Name,Music Director,Actor Name,Actress Name,Filename
Kumki,Ayayayoo Aananthamey Lyrics Kumki Songs Lyrics,D Imman,Vikram Prabhu,Lakshmi Menon,ayayayoo-aananthamey-lyrics-kumki-songs.json
Kumki,Ayayayyo Aananthame Lyrics in Tamil,D Imman,Vikram Prabhu,Lakshmi Menon,ayayayyo-aananthame-lyrics-in-tamil.json
Aambala,Aye Aye Aye Lyrics Aambala Song Lyrics,Hip Hop Tamizha,Vishal,Hansika Motwani,aye-aye-aye-lyrics-aambala-song-lyrics.json
Kaaviya Thalaivan,Aye Mr Minor Lyrics Kaaviyathalaivan Song Lyrics,AR Rahman,Siddharth,Prithviraj Sukumaran,aye-mr-minor-lyrics-kaaviyathalaivan.json
Ok Kanmani,Aye Sinamika Lyrics Ok Kanmani Song Lyrics,AR Rahman,Dulquer Salmaan,Nithya Menen,aye-sinamika-lyrics-ok-kanmani-song.json
Rhythm,Ayoo Pathikichi Lyrics Rhythm,AR Rahman,Arjun,Meena,ayoo-pathikichi-lyrics-rhythm.json
Paruthiveeran,Ayyayo En Usurukulla Song Lyrics Paruthiveeran,Yuvan,Karthi,Priyamma ni Amaren,ayyayo-en-usurukulla-song-lyrics.json
Aadukalam,Ayyayo Nenju Lyrics Aadukalam,GV PrakashKumar,Dhanush,Taapsee Pannu,ayyayo-nenju-lyrics-aadukalam.json
Kathakali,Azhagae Azhagae Lyrics Kathakali Song Lyrics,N/A,Vishal,Catherine Tresa,azhagae-azhagae-lyrics-kathakali-song.json
Saivam,Azhagae Azhagae Lyrics Saivam Song Lyrics,GV PrakashKumar,,,azhagae-azhagae-lyrics-saivam-song.json
Mudhalvan,Azhagana Ratchashiyae Song Lyrics Mudhalvan,AR Rahman,Arjun,Manisha Koirala,azhagana-ratchashiyae-song-lyrics.json
N/A,Azhage Azhage Album Song Lyrics,N/A,,,azhage-azhage-lyrics-album.json
Oru Kal Oru Kannadi,Azhage Azhage Lyrics  Ok Ok Songs Lyrics,Harrish Jeyaraj,Udhayani dhi Stalin,Hansika Motwani,azhage-azhage-lyrics-ok-ok-songs-lyrics.json
Devathaiyai Kanden,Azhage Bhrammanidam Lyrics Devathaiyai Kanden,Deva,Dhanush,Sridevi Vijaykumar,azhage-bhrammanidam-lyrics-devathaiyai.json
Theeya Velai Seiyyanum Kumaru,Azhagendral Lyrics Theeya Velai Seiyyanum Kumaru Songs Lyrics,Sathya C,Siddharth,Hansika Motwani,azhagendral-lyrics-theeya-velai.json
Samar,Azhagho Azhaghu Lyrics Samar Songs Lyrics,Yuvan,Vishal,Trisha,azhagho-azhaghu-lyrics-samar-songs.json
Whistle,Azhagiya Asura Song Lyrics Whistle,D Imman,Vijay,Nayanthara,azhagiya-asura-song-lyrics-whistle.json
Bairavaa,Azhagiya Soodana Poovey Lyrics Bairavaa,Santhosh Narayanan,Vijay,Keerthy Suresh,azhagiya-soodana-poovey-lyrics-bairavaa.json
Bairavaa,Azhagiya Soodana Poovey Lyrics English Meaning,N/A,Vijay,Keerthy Suresh,azhagiya-soodana-poovey-lyrics-english.json
Minnale,Azhagiya Theeye Song Lyrics Minnale,Harrish Jeyaraj,,,azhagiya-theeye-song-lyrics-minnale.json
Kaatru Veliyidai,Azhagiye Lyrics English Meaning,N/A,Karthi,Aditi Rao Hydari,azhagiye-lyrics-english-meaning.json
Kaatru Veliyidai,Azhagiye Song Lyrics Kaatru Veliyidai,AR Rahman,Karthi,Aditi Rao Hydari,azhagiye-song-lyrics-kaatru-veliyidai.json
Azhagu Kutti Chellam,Azhagu Kutti Chellam Lyrics Azhagu Kutti Chellam Song Lyrics,Ved Shankar,,,azhagu-kutti-chellam-lyrics-azhagu.json
Azhagu Kutti Chellam,Azhagu Kutti Chellam (Reprise) Lyrics Azhagu Kutti Chellam Song Lyrics,Ved Shankar,,,azhagu-kutti-chellam-reprise-lyrics.json
Satham Podathey,azhagu kutty chellam lyrics Satham Podathey,Yuvan,Prithviraj,Padmapriya,azhagu-kutty-chellam-lyrics-satham.json
Irumbu Kudhirai,Azhaipaayum Lyrics Irumbu Kuthirai Song lyrics,GV PrakashKumar,Atharvaa,Priya Anand,azhaipaayum-lyrics-irumbu-kuthirai-song.json
Jigarthanda,Baby Lyrics Jigarthanda Song Lyrics,Santhosh Narayanan,Siddharth,Lakshmi Menon,baby-lyrics-jigarthanda-song-lyrics.json
Alex Pandian,Bad Boy Lyrics Alex Pandian Songs Lyrics,Devi Sri Prasad(DSP),Karthi,Anushka Shetty,bad-boy-lyrics-alex-pandian-songs-lyrics.json
N/A,Ini Nan Unna En Kanna Pola Song Lyrics,Anirudh,,,bae-ini-nan-unna-en-kanna-pola-lyrics.json
Maari,Bagulu Odayum Dagulu Mari Lyrics Maari Song Lyrics,N/A,Dhanush,Kajal Aggarwal,bagulu-odayum-dagulu-mari-lyrics-maari.json
Balle Vellaiya Thevaa,Balle Vellaiya Thevaa Lyrics  Balle Vellaiya Thevaa,Darbuka Siva,Sethu,Vishakha Singh,balle-vellaiya-thevaa-lyrics-balle.json
Raja Mandhiri,Bam Bam Bam Bambaram Lyrics Raja Mandhiri Song Lyrics,Justin Prabhakaran,Kalidas Jayaram,Preethi,bam-bam-bam-bambaram-lyrics-raja.json
Anjaan,Bang Bang Bang Lyrics Anjaan Song Lyrics,Yuvan,Suriya,Samantha Ruth Prabhu,bang-bang-bang-lyrics-anjaan-song-lyrics.json
Beep,Beep Song Lyrics,Anirudh,,,beep-song-lyrics.json
Chekka Chivantha Vaanam,Bhoomi Bhoomi Song Lyrics Chekka Chivantha Vaanam,AR Rahman,Arvind Swamy,Jyothika,bhoomi-bhoomi-song-lyrics-chekka.json
Chekka Chivantha Vaanam,Bhoomi Bhoomi Song Lyrics English Meaning,N/A,Arvind Swamy,Jyothika,bhoomi-bhoomi-song-lyrics-english.json
Naaigal Jaakirathai,Bhoomi Sutrum Lyrics Naaigal Jaakirathai Song Lyrics,Dharan Kumar,Sibiraj,Arundhathi Nair,bhoomi-sutrum-lyrics-naaigal.json
Biriyani,Biriyani Lyrics Biriyani Song Lyrics,Yuvan,Karthi,Hansika Motwani,biriyani-lyrics-biriyani-song-lyrics.json
Kadhalum Kadandhu Pogum,Bongu Kichan Lyrics Kadhalum Kadandhu Pogum Song Lyrics,Santhosh Narayanan,Vijay Sethupathi,Madonna Sebastian,bongu-kichan-lyrics-kadhalum-kadandhu.json
Kavan,Boomerang Song Lyrics Kavan,Hip Hop Tamizha,Vijay Sethupathi,Madonna Sebastian,boomerang-song-lyrics-kavan.json
Ethir Neechal,Boomi Enna Suthudhe Lyrics Ethir Neechal Songs Lyrics,Anirudh,Sivakarthikeyan,Priya Anand,boomi-enna-suthudhe-lyrics-ethir.json
Pizza 2- Villa,Boomiyil Lyrics Pizza 2 -The Villa Song Lyrics,Santhosh Narayanan,Ashok Selvan,Sanchita Shetty,boomiyil-lyrics-pizza-2-villa-song.json
Server Sundaram(2017),Bro Song Lyrics Server Sundaram,Santhosh Narayanan,Santhanam,Vaibhavi,bro-song-lyrics-server-sundaram.json
Sakalakala Vallavan Appatakkar,Buji Ma Buji Ma Lyrics Sakalakala Vallavan Appatakkar Song Lyrics,D Imman,Jayam Ravi,Trisha,buji-ma-buji-ma-lyrics-sakalakala.json
Sakalakala Vallavan Appatakkar,Bulbu Vaangittaen Machan Lyrics Sakalakala Vallavan Appatakkar Song Lyrics,Thaman S,Jayam Ravi,Trisha,bulbu-vaangittaen-machan-lyrics.json
Vaanam,Cable Raja Lyrics Vaanam Song Lyrics,Yuvan,Silambarasan,Anushka Shetty,cable-raja-lyrics-vaanam-song-lyrics.json
Jil Jung Juk,Casanova Lyrics Jil Jung Juk Song Lyrics,Vishal Chandrasekar,Siddharth,Avinash Raghudevan,casanova-lyrics-jil-jung-juk-song-lyrics.json
Devi(l),Chalmaar Lyrics Devi(l) Song Lyrics,N/A,Prabhu Deva,Tamannaah,chalmaar-lyrics-devil-song-lyrics.json
Dum,Chanakya Chanakya Song Lyrics Dum,Deva,Silambarasan,Rakshitha,chanakya-chanakya-song-lyrics-dum.json
N/A,Chancey illa Lyrics Namma Chennai Chancey illa Song Lyrics,Anirudh,,,chancey-illa-lyrics-namma-chennai.json
Majaa,Che Chi Chi Chi Lyrics Majaa,Vidyasagar,Vikram,Asin,che-chi-chi-chi-lyrics-majaa.json
Jana Nayagan,Chella Magale Song Lyrics Tamil & English Meaning | Jana Nayagan,Anirudh,,,chella-magale-song-lyrics-tamil-jana-nayagan.json
Theri,Chellakuttiye Lyrics Theri Song Lyrics,GV PrakashKumar,Vijay,Samantha Ruth Prabhu,chellakuttiye-lyrics-theri-song-lyrics.json
Joker,Chellammaa Song Lyrics Joker,Sean Roldan,Guru Somasundaram,Ramya Pandian,chellammaa-song-lyrics-joker.json
Mathil Mel Poonai,Chennai Anthem by Simbu Vanthaarai Vazhavaikum Ooru Lyrics Mathil Mel Poonai,Ganesh Ragavendra,,,chennai-anthem-by-simbu-vanthaarai.json
Vanakkam Chennai,Chennai City Gangsta Lyrics Vanakkam Chennai Song Lyrics,Anirudh,Shiva,Priya Anand,chennai-city-gangsta-lyrics-vanakkam.json
Madras,Chennai Vada Chennai Madras Lyrics Madras Song Lyrics,Santhosh Narayanan,Karthi,Catherine Tresa,chennai-vada-chennai-madras-lyrics.json
Coolie - 2024,Chikitu Vibe Lyrics Coolie,N/A,Rajinikanth,Shruti Haasan,chikitu-song-lyrics-coolie.json
Velayutham,Chillax Lyrics Manjanathi Lyrics Velayutham Song Lyrics,Vijay Antony,Vijay,Genelia,chillax-lyrics-manjanathi-lyrics.json
Raja Rani,Chillena Lyrics Raja Rani Song Lyrics,GV PrakashKumar,Arya,Nayanthara,chillena-lyrics-raja-rani-song-lyrics.json
Roja,Chinna Chinna Aasai Lyrics Roja,AR Rahman,Arvind Swamy,Madhubala,chinna-chinna-aasai-lyrics-roja.json
Theeran Adhigaaram Ondru,Chinna Chinna Laali Laali Lyrics Theeran Adhigaaram Ondru,M Ghibran,Karthi,Rakul Preet Singh,chinna-chinna-laali-laali-lyrics.json
Vu,Chinna Kuzhandhai Lyrics Vu Songs Lyrics,Abhijith Ramasamy,Nivas,Vani Bhojan,chinna-kuzhandhai-lyrics-vu-songs-lyrics.json
Priyasakhi,Chinna Magaraniye Lyrics Priyasakhi,Bharadwaj,Madhavan,Sadha,chinna-magaraniye-lyrics-priyasakhi.json
Kunguma Poovum Konjum Puravum,Chinna Sirusugal Lyrics Kunguma Poovum Konjum Puravum,Yuvan,Ramakrishnan,Thanya,chinna-sirusugal-lyrics-kunguma-poovum.json
Aanai,Chinnajiru Kiliye Lyrics Aanai,D Imman,Arjun,Namitha,chinnajiru-kiliye-lyrics-aanai.json
Narthagi,Chinnanchiru Idhayathil Lyrics Narthagi song lyrics,GV PrakashKumar,Poonam Bajwa,GV Prakash Kumar,chinnanchiru-idhayathil-lyrics-narthagi.json
Kadal,Chithirai Nela Lyrics in Tamil Kadal Songs Lyrics,N/A,Gautham Karthik,Thulasi Nair,chithirai-nela-lyrics-in-tamil-kadal.json
Kadal,Chithirai Nela Lyrics Kadal Songs Lyrics,AR Rahman,Gautham Karthik,Thulasi Nair,chithirai-nela-lyrics-kadal-songs-lyrics.json
Engeyum Eppodhum,Chotta chotta ninaika lyrics engeyum eppodhum lyrics,Sathya C,Jai,Anjali,chotta-chotta-ninaika-lyrics-engeyum.json
Tajmahal,Chotta Chotta Song Lyrics Tajmahal,AR Rahman,Bharath,Riya Sen,chotta-chotta-song-lyrics-tajmahal.json
Poovellam Kettuppar,Chudithar Anindhu Lyrics Poovellam Kettuppar,Yuvan,Suriya,Jyothika,chudithar-anindhu-lyrics-poovellam.json
N/A,Club la Mabbu la Lyrics Hip Hop Tamizha,N/A,,,club-la-mabbu-la-lyrics-hip-hop-tamizha.json
Remo,Come Closer Lyrics Remo,Anirudh,Sivakarthikeyan,Keerthy Suresh,come-closer-lyrics-remo.json
3,Common Girls Lyrics 3 Songs Lyrics,Anirudh,Dhanush,Shruti Haasan,common-girls-lyrics-3-songs-lyrics.json
Coolie - 2024,Coolie DISCO Lyrics Teaser,Anirudh,Rajinikanth,Shruti Haasan,coolie-disco-lyrics.json
Remo,Daavuya Lyrics Remo Song Lyrics,Anirudh,Sivakarthikeyan,Keerthy Suresh,daavuya-lyrics-remo-song-lyrics.json
Damaal Dumeel,Damaal Dumeel Lyrics Damaal Dumeel Song Song Lyrics,Thaman S,Vaibhav,Remya Nambeesan,damaal-dumeel-lyrics-damaal-dumeel-song.json
Bogan,Damaalu Dumeelu Song Lyrics From Bogan,D Imman,Jayam Ravi,Hansika Motwani,damaalu-dumeelu-song-lyrics-from-bogan.json
Aadhavan,Damakku Damakku Lyrics Aadhavan  Song Lyrics,Harrish Jeyaraj,Suriya,Nayanthara,damakku-damakku-lyrics-aadhavan-song.json
N/A,Damkutla Dumkutla Lyrics TNPL Anthem,Anirudh,,,damkutla-dumkutla-lyrics-tnpl-anthem.json
Vanamagan,Damn Damn Lyrics Vanamagan,N/A,Jayam Ravi,Sayesha Saigal,damn-damn-lyrics-vanamagan.json
Romeo Juliet,Dandanakka Lyrics Romeo Juliet Song Lyrics,D Imman,Jayam Ravi,Hansika Motwani,dandanakka-lyrics-romeo-juliet-song.json
Anegan,Danga Maari English Meaning Lyrics Anegan Song Lyrics,N/A,Dhanush,Amyra Dastur,danga-maari-english-meaning-lyrics.json
Anegan,Danga Maari Lyrics Anegan Song Lyrics,Harrish Jeyaraj,Dhanush,Amyra Dastur,danga-maari-lyrics-anegan-song-lyrics.json
Nannbenda,Dappankuththu Mettula Lyrics Nannbenda Song Lyrics,Harrish Jeyaraj,Udhayanidhi Stalin,Nayanthara,dappankuththu-mettula-lyrics-nannbenda.json
Maan Karate,Darling Dambakku Lyrics Maan Karate Song Lyrics,N/A,Sivakarthikeyan,Hansika Motwani,darling-dambakku-lyrics-maan-karate.json
Kayal,Deeyaalo Deeyaalo Lyrics Kayal Song Lyrics,D Imman,Chandran,Anandhi,deeyaalo-deeyaalo-lyrics-kayal-song.json
Kedi Billa Killadi Ranga,Dheivangal Ellam Lyrics Kedi Billa Killadi Ranga,Yuvan,Sivakarthikeyan,Bindu Madhavi,deivangal-ellam-thotre-pogum-lyrics.json
Anegan,Deivangal Ingae Lyrics Anegan Song Lyrics,Harrish Jeyaraj,Dhanush,Amyra Dastur,deivangal-ingae-lyrics-anegan-song.json
Thatrom Thookrom,Demonetization Anthem Lyrics Thatrom Thookrom,Balamurali Balu,Kalaiyarasan,Subiksha,demonetization-anthem-lyrics-thatrom.json
Amara Kaaviyam,Deva Devathai Lyrics Amara Kaaviyam Song Lyrics,M Ghibran,Sathya,Mia George,deva-devathai-lyrics-amara-kaaviyam.json
Manmadhan Ambu,Dhagudu Dhattham lyrics Manmadhan Ambu songs lyrics,Devi Sri Prasad(DSP),,,dhagudu-dhattham-lyrics-manmadhan-ambu.json
Baahubali,Dheerane Lyrics Baahubali (Tamil),MM Keeravani,Prabhas,Anushka Shetty,dheerane-lyrics-baahubali-tamil.json
Kedi Billa Killadi Ranga,Deivangal Ellam Thotre Pogum Lyrics English Meaning,Yuvan,Sivakarthikeyan,Bindu Madhavi,dheivangal-ellam-lyrics-kedi-billa.json
Snegithiye,Devathai Vamsam Neeyo Lyrics Snegithiye,Vidyasagar,Jyothika,Sharbani Mukherjee,dhevathai-vamsam-neeyo-lyrics-snegithiye.json
Kadhal Kondaen,Dhevathayai Kanden Lyrics Kadhal Kondaen,Yuvan,,,dhevathayai-kanden-lyrics-kadhal-kondaen.json
Kaashmora,Dhikku Dhikku Sir Lyrics Kaashmora,Santhosh Narayanan,Karthi,Nayanthara,dhikku-dhikku-sir-lyrics-kaashmora.json
Dhruva Natchathiram,Dhruva Teaser Lyrics (Dhruva Natchathiram Theme Lyrics),Harrish Jeyaraj,Vikram,Ritu Varma,dhruva-natchathiram-teaser-rap-lyrics.json
Jigarthanda,Ding Dong Lyrics Jigarthanda Song Lyrics,Santhosh Narayanan,Siddharth,Lakshmi Menon,ding-dong-lyrics-jigarthanda-song-lyrics.json
Yudham,Discipline Song Lyrics Yudham,Pritam,Tarun,Yami Gautam,discipline-song-lyrics-yudham.json
Pizza 2- Villa,Disco Woman Lyrics Pizza 2 Villa Song Lyrics,Santhosh Narayanan,Ashok Selvan,Sanchita Shetty,disco-woman-lyrics-pizza-2-villa-song.json
Jil Jung Juk,Domeru Lordu Lyrics Jil Jung Juk Song Lyrics,Vishal Chandrasekar,Siddharth,Avinash Raghudevan,domeru-lordu-lyrics-jil-jung-juk-song.json
Vedalam,Don&#39;t you mess with me Lyrics Vedalam Song Lyrics,Anirudh,Ajith Kumar,Shruti Haasan,don-you-mess-with-me-lyrics-vedalam.json
Nimirndhu Nil,Dont Worry Be Happy Lyrics Nimirndhu Nil Song Lyrics,GV PrakashKumar,Jayam Ravi,Amala Paul,dont-worry-be-happy-lyrics-nimirndhu.json
Maari,Donu Donu Donu Lyrics Maari Song Lyrics,N/A,Dhanush,Kajal Aggarwal,donu-donu-donu-lyrics-maari-song-lyrics.json
Simba,Dope Antham Pongum Pugaiyile Song Lyrics,N/A,Bharath,Premgi Amaren,dope-antham-lyrics-pongum-pugaiyile.json
Theri,Dub Theri Step Lyrics Theri Song Lyrics,GV PrakashKumar,Vijay,Samantha Ruth Prabhu,dub-theri-step-lyrics-theri-song-lyrics.json
Kaakka Muttai,Edhai Ninaithom Lyrics Kaakka Muttai Song Lyrics,GV PrakashKumar,Vignesh,Ramesh,edhai-ninaithom-lyrics-kaakka-muttai.json
Settai,Edhathaan Kanduttey Nee Pudhusa Lyrics Settai Songs Lyrics,Thaman S,Arya,Hansika Motwani,edhathaan-kanduttey-nee-pudhusa-lyrics.json
Ethir Neechal,Edhir Neechal Lyrics Ethir Neechal Songs Lyrics,Anirudh,Sivakarthikeyan,Priya Anand,edhir-neechal-lyrics-ethir-neechal.json
Biriyani,Edhirthu Nil Lyrics Biriyani Song Lyrics,Yuvan,Karthi,Hansika Motwani,edhirthu-nil-lyrics-biriyani-song-lyrics.json
Unnidathil Ennai Koduthen,Edho Oru Paatu(Male) Song Lyrics Unnidathil Ennai Koduthen,S.A.Rajkumar,Karthik,Roja,edho-oru-paatumale-song-lyrics.json
Mapla Singam,Edhuku Machan Kadhalu Lyrics Mapla Singam,N. R. Raghunanthan,Vimal,Anjali,edhuku-machan-kadhalu-lyrics-mapla.json
Kolamaavu Kokila,Edhuvaraiyo Lyrics Kolamaavu Kokila,Anirudh,Nayanthara,Yogi Babu,edhuvaraiyo-lyrics-kolamaavu-kokila.json
Naan Ee,Eeda Eeda Lyrics in Tamil Naan Ee,Maragatha Mani,Nani,Samantha Ruth Prabhu,eeda-eeda-lyrics-in-tamil-naan-ee.json
Theri,Eena Meena Teeka Lyrics Theri Song Lyrics,GV PrakashKumar,Vijay,Samantha Ruth Prabhu,eena-meena-teeka-lyrics-theri-song.json
Kodi,Ei Suzhali Lyrics Kodi Song Lyrics,Santhosh Narayanan,Dhanush,Trisha,ei-suzhali-lyrics-kodi-song-lyrics.json
Thozha,Eifel Mele Lyrics Thozha Song Lyrics,Gopi Sundar,Karthi,Nagarjuna,eifel-mele-lyrics-thozha-song-lyrics.json
Aadhi Bhagavan,Eisalaamey Eisalaam Lyrics Aadhi Bhagavan Songs Lyrics,Yuvan,Jay am Ravi,Neetu Chandra,eisalaamey-eisalaam-lyrics-aadhi.json
Anjaan,Ek Dho Theen Lyrics Anjaan Song Lyrics,Yuvan,Suriya,Samantha Ruth Prabhu,ek-dho-theen-lyrics-anjaan-song-lyrics.json
Kappal,Ekkachakkamaai Lyrics Kappal Song Lyrics,Natarajan Shankaran,Karthik,Kausalya,ekkachakkamaai-lyrics-kappal-song-lyrics.json
Pithamagan,Elangaathu Veesudhey Lyrics Pithamagan,Ilaiyaraaja,Vikram,Sangeetha,elangaathu-veesudhey-lyrics-pithamagan.json
Maaveeran Kittu,Elanthaari Lyrics Maaveeran Kittu,D Imman,Vishnu,Sri Divya,elanthaari-lyrics-maaveeran-kittu.json
Aindhu Aindhu Aindhu,Elavu Lyrics Aindhu Aindhu Aindhu Songs Lyrics,Simon,Bharath,Esha Gupta,elavu-lyrics-aindhu-aindhu-aindhu-songs.json
Kadal,Elay Keechan Lyrics Kadal Songs Lyrics,AR Rahman,Gautham Karthik,Thulasi Nair,elay-keechan-lyrics-kadal-songs-lyrics.json
Saravanan Irukka Bayamaen,Embuttu Irukkuthu Aasai Lyrics Saravanan Irukka Bayamaen,D Imman,Udhayanidhi Stalin,Regina Cassandra,embuttu-irukkuthu-aasai-lyrics_31.json
Aashiqui 2,En Anbae (Tum Hi Ho) Lyrics Aashiqui 2,Mithoon,,,en-anbae-tum-hi-ho-lyrics-aashiqui-2.json
Isakki,En Chella Kutti Lyrics Isakki Song Lyrics,N/A,Vimal,Sathyaraj,en-chella-kutti-lyrics-isakki-song.json
Nanban,En Frienda Pola Lyrics In Thanglish and English Translation,Harrish Jeyaraj,Vijay,Ileana,en-frienda-pola-lyrics-in-thanglish-and.json
Arrambam,En Fuse Pochu Lyrics Arrambam Song Lyrics,Yuvan,Ajith Kumar,Nayanthara,en-fuse-pochu-lyrics-arrambam-song.json
Singam,en idhayam Ithuvarai lyrics singam Song lyrics,Devi Sri Prasad(DSP),Suriya,Anushka Shetty,en-idhayam-ithuvarai-lyrics-singam-song.json
Paiyaa,En Kadhal Solla Neram Illai lyrics In Tamil,Yuvan,Karthi,Tamannah,en-kadhal-solla-lyrics-paiya-song-lyrics.json
Irandam Ulagam,En Kadhal Thee Lyrics in Tamil,N/A,Arya,Anushka Shetty,en-kadhal-thee-lyrics-in-tamil.json
Irandam Ulagam,En Kadhal Thee Lyrics Irandam Ulagam Song Lyrics,Harrish Jeyaraj,Arya,Anushka Shetty,en-kadhal-thee-lyrics-irandam-ulagam.json
N/A,En Kanmani Unna Pakkama Album Songs Lyrics,N/A,,,en-kanmani-unna-pakkama-lyrics-album.json
Appuchi Graamam,En Kannukulla Oru Sirikki Lyrics Appuchi Graamam,Vishal C,Anish,Swasika,en-kannukulla-oru-sirikki-lyrics.json
N/A,En Maima Peru  Anjala Lyrics Gana Sudhakar,N/A,,,en-maima-peru-anjala-lyrics-gana.json
Kasi,En Mana Vaanil Song Lyrics Kasi,Ilaiyaraaja,Vikram,Kaveri,en-mana-vaanil-song-lyrics-kasi.json
Nanban,En Nanban ( Frienda ) Pola Lyrics Nanban Songs Lyrics,Harrish Jeyaraj,Vijay,Ileana,en-nanban-frienda-pola-lyrics-nanban.json
Mankatha,En Nanbane Lyrics Mankatha Songs Lyrics,Yuvan,Ajith Kumar,Trisha,en-nanbane-lyrics-mankatha-songs-lyrics.json
Naaigal Jaakirathai,En Nenjil Lyrics Naaigal Jaakirathai Song Lyrics,Dharan Kumar,Sibiraj,Arundhathi Nair,en-nenjil-lyrics-naaigal-jaakirathai.json
Baana Kaathadi,En Nenjil Oru Poo Lyrics Baana Kaathadi,Yuvan,Atharvaa,Samantha Ruth Prabhu,en-nenjil-oru-poo-lyrics-baana-kaathadi.json
Uthama Puthiran,En Nenju chinna ilai lyrics Uthama puthiran Song Lyrics,Vijay Antony,Dhanush,Genelia,en-nenju-chinna-ilai-lyrics-uthama.json
Koditta Idangalai Nirappuga,En Oruthiye Lyrics Koditta Idangalai Nirappuga,Sathya C,Shanthanu,Parvathy Nair,en-oruthiye-lyrics-koditta-idangalai.json
Nenjam Marappathillai,En Pondaati Ooruku Poita Lyrics Nenjam Marappathillai,Yuvan,SJ Suryah,Regina Cassandra,en-pondaati-ooruku-poita-lyrics-nenjam.json
Kavalai Vendam,En Pulse Yethitu Poriye Lyrics Kavalai Vendaam,N/A,Jiiva,Kajal Aggarwal,en-pulse-yethitu-poriye-lyrics-kavalai.json
N/A,En Urimai Jallikattu Song Lyrics ADK SriRascol,N/A,,,en-urimai-jallikattu-song-lyrics-adk.json
Sengathu Boomiyile,En Usuru Ennai Vittu Lyrics Sengathu Boomiyile Song Lyrics,Ilaiyaraaja,Karthik,Kushboo,en-usuru-ennai-vittu-lyrics-sengathu.json
Ra One Song Lyrics (Tamil),En Uyir ennai vittu lyrics Ra One Song Lyrics,Vishal-Shekhar,,,en-uyir-ennai-vittu-lyrics-ra-one-song.json
Kettavan,En Uyir Kadhale Lyrics Kettavan,N/A,Simbu,Lekha Washington,en-uyir-kadhale-lyrics-kettavan.json
Maalai Pozhudhin Mayakathilaey,En Uyire Lyrics MPM Songs Lyrics in Thanglish English Lyrics,Achu,Aari,Subhiksha,en-uyire-lyrics-mpm-songs-lyrics-in.json
Maalai Pozhudhin Mayakathilaey,En Uyire (unplugged) Lyrics Maalai Pozhudhin Mayakathilaey Songs Lyrics,Achu,Aari,Subhiksha,en-uyire-unplugged-lyrics-maalai.json
Bramman,En Uyirin Uyiraga Lyrics Bramman Song Lyrics,Devi Sri Prasad(DSP),Sasikumar,Lavanya Tripathi,en-uyirin-uyiraga-lyrics-bramman-song.json
Idharkuthane Aasaipattai Balakumara,En Veetula Lyrics Idharkuthane Aasaipattai Balakumara Lyrics,Siddharth Vipin,Vijay Sethupathi,Ashwin Shekhar,en-veetula-lyrics-idharkuthane.json
Bangalore Naatkal,En Vizhiyin Kanavu Lyrics Bangalore Naatkal Song Lyrics,N/A,Arya,Sri Divya,en-vizhiyin-kanavu-lyrics-bangalore.json
Thozha,Enadhuyire Lyrics Thozha Song Lyrics,Gopi Sundar,Karthi,Nagarjuna,enadhuyire-lyrics-thozha-song-lyrics.json
Bheema,Enadhuyire Song Lyrics Bheema,N/A,Vikram,Trisha,enadhuyire-song-lyrics-bheema.json
Nannbenda,Enai Marubadi Marubadi Lyrics Nannbenda Song Lyrics,N/A,Udhayanidhi Stalin,Nayanthara,enai-marubadi-marubadi-lyrics-nannbenda.json
Jeans,Enake Enaka Song Lyrics Jeans,AR Rahman,Prashanth,Aishwarya Rai,enake-enaka-song-lyrics-jeans.json
Love Insurance Kompany (LIK),Enakena Lyrics in Tamil & English Meaning | Love Insurance Kompany (LIK) | Anirudh,Anirudh Ravichander,Pradeep Ranganathan,Krithi Shetty,enakena-lyrics-in-tamil-english-meaning.json
Aakko,Enakenna Yaarumillaye English Meaning Lyrics Aakko Song Lyrics,Anirudh,,,enakenna-yaarumillaye-english-meaning.json
Pannaiyarum Padminiyum,Enakkaga Poranthaye Lyrics in Tamil - Pannaiyarum Padminiyum,Justin Prabhakaran,Vijay Sethupathi,Jayaprakash,enakkaga-poranthaye-lyrics-in-tamil.json
Pannaiyarum Padminiyum,Enakkaga Poranthaye Lyrics Pannaiyarum Padminiyum Song Lyrics,Justin Prabhakaran,Vijay Sethupathi,Jayaprakash,enakkaga-poranthaye-lyrics-pannaiyarum.json
N/A,Enakkoru Aasai Lyrics Aasai,N/A,,,enakkoru-aasai-lyrics-aasai_31.json
Julie Ganapathy,Enakku Piditha Padal Song Lyrics Julie Ganapathy,Ilaiyaraaja,Jayaram,Ramya Krishnan,enakku-piditha-padal-song-lyrics-julie.json
Priyamanavale,Enakoru Snegithi Lyrics Priyamanavale,S.A.Rajkumar,Vijay,Simran,enakoru-snegithi-lyrics-priyamanavale.json
Kootathil Oruthan,Enda Ippadi Lyrics Kootathil Oruthan,Nivas K Prasanna,Ashok Selvan,Priya Anand,enda-ippadi-lyrics-kootathil-oruthan.json
Dharmadurai,Endha Pakkam Lyrics Dharmadurai Song Lyrics,Yuvan,Vijay Sethupathi,Tamannaah,endha-pakkam-lyrics-dharmadurai-song.json
Nanban,Endhan Kan Munne Lyrics Nanban Lyrics,Harrish Jeyaraj,Vijay,Ileana,endhan-kan-munne-lyrics-nanban-lyrics.json
